,all_time_peak,last_30_day_avg,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
662,461,31.89,14041.0,Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
663,244,18.48,4034.0,Sonic Lost World,3DS,2013.0,Platform,Sega,0.24,0.15,0.07,0.03,0.49
664,244,18.48,4858.0,Sonic Lost World,WiiU,2013.0,Platform,Sega,0.24,0.12,0.01,0.03,0.4
665,1137,91.02,3966.0,Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.0,0.06,0.5
666,1137,91.02,4875.0,Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.4
667,1137,91.02,9096.0,Hitman: Blood Money,XB,2006.0,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14
668,1137,91.02,14084.0,Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.04
669,976,9.94,4889.0,Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
670,976,9.94,4889.0,Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
671,976,9.94,5123.0,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
672,976,9.94,5123.0,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
673,976,9.94,8251.0,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
674,976,9.94,8251.0,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
675,12568,44.11,4908.0,The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39
676,12568,44.11,5464.0,The Darkness II,PS3,2012.0,Shooter,Take-Two Interactive,0.14,0.14,0.0,0.05,0.33
677,12568,44.11,9201.0,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
678,287,24.49,3858.0,Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
679,287,24.49,4284.0,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46
680,287,24.49,4972.0,Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.27,0.08,0.01,0.03,0.39
681,287,24.49,9421.0,Tomb Raider: Legend,XB,2006.0,Action,Eidos Interactive,0.1,0.03,0.0,0.0,0.13
682,287,24.49,11555.0,Tomb Raider: Legend,GC,2006.0,Action,Eidos Interactive,0.06,0.02,0.0,0.0,0.08
683,287,24.49,11809.0,Tomb Raider: Legend,DS,2006.0,Action,Eidos Interactive,0.04,0.02,0.0,0.01,0.07
684,287,24.49,15629.0,Tomb Raider: Legend,PC,2006.0,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
685,631,41.38,5022.0,FlatOut,PS2,2004.0,Racing,Empire Interactive,0.19,0.15,0.0,0.05,0.38
686,631,41.38,8455.0,FlatOut,XB,2004.0,Racing,Empire Interactive,0.12,0.04,0.0,0.01,0.17
687,9690,34.4,3421.0,Tales of Zestiria,PS3,2015.0,Role-Playing,Namco Bandai Games,0.05,0.09,0.42,0.03,0.59
688,9690,34.4,5026.0,Tales of Zestiria,PS4,2015.0,Role-Playing,Namco Bandai Games,0.16,0.15,0.02,0.06,0.38
689,34254,206.45,544.0,Saints Row: The Third,X360,2011.0,Action,THQ,1.25,1.15,0.07,0.3,2.77
690,34254,206.45,617.0,Saints Row: The Third,PS3,2011.0,Action,THQ,0.86,1.06,0.18,0.39,2.49
691,34254,206.45,5059.0,Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38
692,255,15.52,5082.0,Quake 4,X360,2005.0,Shooter,Activision,0.32,0.03,0.0,0.03,0.38
693,255,15.52,15185.0,Quake 4,PC,2005.0,Shooter,Activision,0.0,0.02,0.0,0.0,0.02
694,10761,264.98,1814.0,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
695,10761,264.98,3997.0,Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.0,0.04,0.5
696,10761,264.98,5089.0,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.19,0.0,0.07,0.37
697,10761,264.98,5829.0,Alien: Isolation,X360,2014.0,Shooter,Sega,0.15,0.13,0.0,0.03,0.3
698,10761,264.98,8962.0,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
699,254,10.84,5105.0,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
700,254,10.84,5282.0,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35
701,254,10.84,5292.0,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35
702,254,10.84,5964.0,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29
703,254,10.84,15444.0,Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
704,976,9.94,4889.0,Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
705,976,9.94,4889.0,Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.17,0.14,0.03,0.06,0.39
706,976,9.94,5123.0,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
707,976,9.94,5123.0,Dungeon Siege III,X360,2011.0,Role-Playing,Square Enix,0.21,0.12,0.01,0.03,0.37
708,976,9.94,8251.0,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
709,976,9.94,8251.0,Dungeon Siege III,PC,2011.0,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17
710,199,2.05,5138.0,Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
711,199,2.05,6192.0,Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28
712,19930,421.12,1033.0,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
713,19930,421.12,1033.0,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
714,19930,421.12,1197.0,Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
715,19930,421.12,1197.0,Dishonored,PS3,2012.0,Action,Bethesda Softworks,0.72,0.54,0.04,0.25,1.55
716,19930,421.12,3938.0,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
717,19930,421.12,3938.0,Dishonored,PC,2012.0,Action,Bethesda Softworks,0.26,0.19,0.0,0.06,0.51
718,19930,421.12,5141.0,Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
719,19930,421.12,5141.0,Dishonored,PS4,2015.0,Action,Bethesda Softworks,0.11,0.18,0.02,0.06,0.37
720,19930,421.12,9034.0,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
721,19930,421.12,9034.0,Dishonored,XOne,2015.0,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
722,4578,90.94,,,,,,,,,,,
723,161590,20629.78,302.0,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
724,161590,20629.78,5160.0,Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37
725,264,6.46,3490.0,BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.36,0.1,0.06,0.06,0.58
726,264,6.46,5190.0,BlazBlue: Calamity Trigger,X360,2009.0,Fighting,PQube,0.21,0.08,0.04,0.03,0.36
727,264,6.46,16143.0,BlazBlue: Calamity Trigger,PC,2010.0,Fighting,PQube,0.0,0.01,0.0,0.0,0.01
728,10860,96.04,5198.0,Tropico 4,X360,,Strategy,Kalypso Media,0.2,0.13,0.0,0.03,0.36
729,10860,96.04,6343.0,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27
730,161908,2385.23,5244.0,Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.05,0.36
731,3048,18.0,5275.0,Remember Me,PS3,2013.0,Action,Capcom,0.1,0.18,0.0,0.07,0.35
732,3048,18.0,8050.0,Remember Me,X360,2013.0,Action,Capcom,0.1,0.07,0.0,0.02,0.18
733,3048,18.0,12498.0,Remember Me,PC,2013.0,Action,Capcom,0.0,0.05,0.0,0.01,0.06
734,254,10.84,5105.0,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
735,254,10.84,5282.0,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35
736,254,10.84,5292.0,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35
737,254,10.84,5964.0,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29
738,254,10.84,15444.0,Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
739,254,10.84,5105.0,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
740,254,10.84,5282.0,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35
741,254,10.84,5292.0,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35
742,254,10.84,5964.0,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29
743,254,10.84,15444.0,Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
744,3629,50.47,,,,,,,,,,,
745,1632,183.68,5310.0,Supreme Commander 2,X360,2010.0,Strategy,Square Enix,0.23,0.1,0.0,0.03,0.35
746,1632,183.68,7800.0,Supreme Commander 2,PC,2010.0,Strategy,Square Enix,0.0,0.15,0.0,0.04,0.19
747,865,90.74,3656.0,F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
748,865,90.74,5366.0,F.E.A.R.,X360,2006.0,Shooter,Vivendi Games,0.28,0.03,0.0,0.03,0.34
749,173,16.21,2571.0,Hitman: Contracts,PS2,2004.0,Shooter,Eidos Interactive,0.39,0.31,0.0,0.1,0.8
750,173,16.21,5381.0,Hitman: Contracts,XB,2004.0,Shooter,Eidos Interactive,0.26,0.07,0.0,0.01,0.34
751,1077,9.91,5449.0,Binary Domain,PS3,2012.0,Action,Sega,0.09,0.08,0.14,0.03,0.33
752,1077,9.91,7832.0,Binary Domain,X360,2012.0,Action,Sega,0.09,0.07,0.02,0.02,0.19
753,12568,44.11,4908.0,The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.24,0.12,0.0,0.03,0.39
754,12568,44.11,5464.0,The Darkness II,PS3,2012.0,Shooter,Take-Two Interactive,0.14,0.14,0.0,0.05,0.33
755,12568,44.11,9201.0,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14
756,57,4.75,5476.0,Deus Ex: Invisible War,XB,2003.0,Shooter,Eidos Interactive,0.25,0.07,0.0,0.01,0.33
757,52051,187.28,,,,,,,,,,,
758,10861,133.38,2992.0,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
759,10861,133.38,5558.0,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.19,0.11,0.0,0.03,0.33
760,10861,133.38,5618.0,Sniper Elite 3,X360,2014.0,Shooter,505 Games,0.16,0.14,0.0,0.03,0.32
761,10861,133.38,5715.0,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.15,0.0,0.06,0.31
762,725,29.09,5560.0,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.33
763,725,29.09,6249.0,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.09,0.0,0.02,0.28
764,725,29.09,12481.0,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06
765,1702,34.63,5577.0,Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32
766,1702,34.63,5603.0,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,0.32
767,1702,34.63,14217.0,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03
768,1702,34.63,5577.0,Overlord II,X360,2009.0,Action,Codemasters,0.15,0.14,0.0,0.03,0.32
769,1702,34.63,5603.0,Overlord II,PS3,2009.0,Action,Codemasters,0.11,0.15,0.0,0.06,0.32
770,1702,34.63,14217.0,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03
771,24594,266.7,5611.0,Prey,X360,2006.0,Shooter,Take-Two Interactive,0.27,0.03,0.0,0.03,0.32
772,24594,266.7,14148.0,Prey,PC,2006.0,Shooter,Take-Two Interactive,0.0,0.03,0.0,0.01,0.03
773,1624,18.55,,,,,,,,,,,
774,10861,133.38,2992.0,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
775,10861,133.38,5558.0,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.19,0.11,0.0,0.03,0.33
776,10861,133.38,5618.0,Sniper Elite 3,X360,2014.0,Shooter,505 Games,0.16,0.14,0.0,0.03,0.32
777,10861,133.38,5715.0,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.15,0.0,0.06,0.31
778,26,9.1,5657.0,7 Wonders II,DS,2009.0,Puzzle,Rondomedia,0.14,0.15,0.0,0.03,0.32
779,363,5.92,,,,,,,,,,,
780,10861,133.38,2992.0,Sniper Elite 3,PS4,2014.0,Shooter,505 Games,0.22,0.33,0.0,0.13,0.68
781,10861,133.38,5558.0,Sniper Elite 3,XOne,2014.0,Shooter,505 Games,0.19,0.11,0.0,0.03,0.33
782,10861,133.38,5618.0,Sniper Elite 3,X360,2014.0,Shooter,505 Games,0.16,0.14,0.0,0.03,0.32
783,10861,133.38,5715.0,Sniper Elite 3,PS3,2014.0,Shooter,505 Games,0.1,0.15,0.0,0.06,0.31
784,84,2.24,5774.0,Little King's Story,Wii,2009.0,Strategy,Rising Star Games,0.15,0.11,0.02,0.02,0.31
785,1601,119.79,5805.0,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31
786,1601,119.79,7212.0,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
787,10761,264.98,1814.0,Alien: Isolation,PS4,2014.0,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
788,10761,264.98,3997.0,Alien: Isolation,XOne,2014.0,Shooter,Sega,0.22,0.24,0.0,0.04,0.5
789,10761,264.98,5089.0,Alien: Isolation,PS3,2014.0,Shooter,Sega,0.12,0.19,0.0,0.07,0.37
790,10761,264.98,5829.0,Alien: Isolation,X360,2014.0,Shooter,Sega,0.15,0.13,0.0,0.03,0.3
791,10761,264.98,8962.0,Alien: Isolation,PC,2014.0,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
792,5731,91.54,,,,,,,,,,,
793,13445,103.26,5884.0,Tropico 5,PS4,2015.0,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
794,13445,103.26,9904.0,Tropico 5,PC,2014.0,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
795,13445,103.26,11806.0,Tropico 5,X360,2014.0,Simulation,Kalypso Media,0.03,0.04,0.0,0.01,0.07
796,2726,79.99,4689.0,Quake II,PS,1998.0,Shooter,Activision,0.23,0.16,0.0,0.03,0.41
797,2726,79.99,5888.0,Quake II,N64,1999.0,Shooter,Activision,0.24,0.06,0.0,0.0,0.3
798,27,0.9,2815.0,Full Spectrum Warrior,XB,2004.0,Strategy,THQ,0.54,0.16,0.0,0.03,0.73
799,27,0.9,5926.0,Full Spectrum Warrior,PS2,2005.0,Strategy,THQ,0.15,0.11,0.0,0.04,0.3
800,133,1.89,5962.0,Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.07,0.11,0.03,0.29
801,133,1.89,7597.0,Front Mission Evolved,X360,2010.0,Shooter,Square Enix,0.1,0.07,0.02,0.02,0.2
802,133,1.89,12873.0,Front Mission Evolved,PC,2010.0,Shooter,Square Enix,0.05,0.0,0.0,0.0,0.05
803,254,10.84,5105.0,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37
804,254,10.84,5282.0,Mini Ninjas,PS3,2009.0,Action,Eidos Interactive,0.14,0.16,0.0,0.06,0.35
805,254,10.84,5292.0,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35
806,254,10.84,5964.0,Mini Ninjas,X360,2009.0,Action,Eidos Interactive,0.12,0.14,0.0,0.03,0.29
807,254,10.84,15444.0,Mini Ninjas,PC,2009.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02
808,7312,14.82,5994.0,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29
809,7312,14.82,6945.0,The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24
810,7312,14.82,12954.0,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
811,259,13.0,6021.0,Ys: Memories of Celceta,PSV,2012.0,Action,Nihon Falcom Corporation,0.15,0.01,0.1,0.04,0.29
812,24057,5756.8,6034.0,World of Tanks,PC,2011.0,Shooter,Wargaming.net,0.0,0.23,0.0,0.06,0.29
813,24057,5756.8,13964.0,World of Tanks,X360,,Shooter,,0.0,0.03,0.0,0.0,0.04
814,67244,296.91,2759.0,Borderlands: The Pre-Sequel,X360,2014.0,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
815,67244,296.91,3049.0,Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67
816,67244,296.91,6073.0,Borderlands: The Pre-Sequel,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29
817,199,2.05,5138.0,Bionic Commando,PS3,2009.0,Platform,Capcom,0.12,0.17,0.01,0.07,0.37
818,199,2.05,6192.0,Bionic Commando,X360,2009.0,Platform,Capcom,0.12,0.12,0.01,0.03,0.28
819,462,54.96,6212.0,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014.0,Action,Nippon Ichi Software,0.1,0.03,0.12,0.04,0.28
820,725,29.09,5560.0,Dead Rising 2: Off the Record,PS3,2011.0,Action,Capcom,0.11,0.08,0.1,0.03,0.33
821,725,29.09,6249.0,Dead Rising 2: Off the Record,X360,2011.0,Action,Capcom,0.17,0.09,0.0,0.02,0.28
822,725,29.09,12481.0,Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,0.04,0.02,0.0,0.01,0.06
823,51,7.28,6251.0,Myst III: Exile,PS2,2002.0,Adventure,Ubisoft,0.14,0.11,0.0,0.04,0.28
824,51,7.28,12659.0,Myst III: Exile,XB,2002.0,Adventure,Ubisoft,0.04,0.01,0.0,0.0,0.06
825,4089,185.01,959.0,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
826,4089,185.01,2267.0,The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.39,0.12,0.14,0.92
827,4089,185.01,3100.0,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65
828,4089,185.01,4014.0,The Evil Within,X360,2014.0,Action,Bethesda Softworks,0.25,0.2,0.01,0.04,0.5
829,4089,185.01,6300.0,The Evil Within,PC,2014.0,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27
830,32,1.99,,,,,,,,,,,
831,10860,96.04,5198.0,Tropico 4,X360,,Strategy,Kalypso Media,0.2,0.13,0.0,0.03,0.36
832,10860,96.04,6343.0,Tropico 4,PC,2011.0,Strategy,Kalypso Media,0.1,0.13,0.0,0.04,0.27
833,17,4.6,6432.0,Fish Tycoon,DS,2007.0,Simulation,Majesco Entertainment,0.24,0.0,0.0,0.02,0.27
834,159,6.35,6449.0,Battlestations: Midway,X360,2007.0,Strategy,Eidos Interactive,0.21,0.02,0.0,0.02,0.26
835,159,6.35,16276.0,Battlestations: Midway,PC,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
836,2030,344.76,6461.0,Danganronpa 2: Goodbye Despair,PSV,2014.0,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
837,2030,344.76,7762.0,Danganronpa 2: Goodbye Despair,PSP,2012.0,Misc,Spike,0.0,0.0,0.19,0.0,0.19
838,655,15.97,6545.0,The Testament of Sherlock Holmes,PS3,2012.0,Adventure,Focus Home Interactive,0.05,0.15,0.0,0.06,0.26
839,655,15.97,11900.0,The Testament of Sherlock Holmes,PC,2012.0,Adventure,Focus Home Interactive,0.0,0.06,0.0,0.01,0.07
840,655,15.97,15323.0,The Testament of Sherlock Holmes,X360,2012.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
841,961,3.36,,,,,,,,,,,
842,3256,57.57,6619.0,Journey,PS3,2012.0,Adventure,Sony Computer Entertainment Europe,0.04,0.15,0.0,0.06,0.25
843,38,13.26,6625.0,Romance of the Three Kingdoms II,SNES,1991.0,Strategy,Tecmo Koei,0.0,0.0,0.25,0.0,0.25
844,38,13.26,14628.0,Romance of the Three Kingdoms II,3DS,2015.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
845,961,3.36,,,,,,,,,,,
846,42,1.81,6664.0,Men of Valor,XB,2004.0,Shooter,Vivendi Games,0.19,0.05,0.0,0.01,0.25
847,40,16.73,6747.0,Cradle of Rome,DS,2008.0,Puzzle,Rising Star Games,0.06,0.16,0.0,0.03,0.25
848,6912,11.36,1306.0,Homefront,X360,2011.0,Shooter,THQ,0.83,0.48,0.02,0.12,1.46
849,6912,11.36,2275.0,Homefront,PS3,2011.0,Shooter,THQ,0.32,0.4,0.04,0.15,0.91
850,6912,11.36,6796.0,Homefront,PC,2011.0,Shooter,THQ,0.11,0.1,0.0,0.03,0.24
851,408,24.88,2286.0,MX vs. ATV Reflex,PS3,2009.0,Racing,THQ,0.52,0.26,0.0,0.12,0.91
852,408,24.88,2821.0,MX vs. ATV Reflex,X360,2009.0,Racing,THQ,0.52,0.15,0.0,0.06,0.73
853,408,24.88,6866.0,MX vs. ATV Reflex,PSP,2009.0,Racing,THQ,0.18,0.03,0.0,0.03,0.24
854,408,24.88,9118.0,MX vs. ATV Reflex,DS,2009.0,Racing,THQ,0.13,0.0,0.0,0.01,0.14
855,1806,48.39,,,,,,,,,,,
856,10904,951.52,4684.0,Danganronpa: Trigger Happy Havoc,PSV,2013.0,Misc,Nippon Ichi Software,0.14,0.07,0.15,0.06,0.41
857,10904,951.52,6921.0,Danganronpa: Trigger Happy Havoc,PSP,,Misc,Unknown,0.0,0.0,0.24,0.0,0.24
858,7312,14.82,5994.0,The Bureau: XCOM Declassified,PS3,2013.0,Shooter,Take-Two Interactive,0.08,0.16,0.0,0.05,0.29
859,7312,14.82,6945.0,The Bureau: XCOM Declassified,X360,2013.0,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24
860,7312,14.82,12954.0,The Bureau: XCOM Declassified,PC,2013.0,Shooter,Take-Two Interactive,0.0,0.05,0.0,0.01,0.05
861,18433,107.17,6950.0,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
862,18433,107.17,7218.0,The Walking Dead: Season Two,PS3,2014.0,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22
863,18433,107.17,8927.0,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15
864,18433,107.17,9199.0,The Walking Dead: Season Two,XOne,2014.0,Adventure,Telltale Games,0.08,0.05,0.0,0.01,0.14
865,18433,107.17,9892.0,The Walking Dead: Season Two,X360,2014.0,Adventure,Telltale Games,0.04,0.07,0.0,0.01,0.12
866,460,5.24,4289.0,Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.08,0.1,0.23,0.05,0.46
867,460,5.24,7009.0,Sword Art Online: Lost Song,PS4,2015.0,Role-Playing,Namco Bandai Games,0.09,0.1,0.0,0.04,0.23
868,460,5.24,10673.0,Sword Art Online: Lost Song,PS3,2015.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1
869,9066,62.95,2933.0,Mafia,PS2,2004.0,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
870,9066,62.95,7053.0,Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23
871,9066,62.95,13370.0,Mafia,PC,2002.0,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05
872,1806,48.39,,,,,,,,,,,
873,147,12.69,3860.0,Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.25,0.2,0.0,0.07,0.52
874,147,12.69,7087.0,Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23
875,147,12.69,9637.0,Freedom Fighters,GC,2003.0,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
876,188,5.25,,,,,,,,,,,
877,2,0.0,7100.0,BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23
878,2,0.0,12875.0,BlowOut,XB,2003.0,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
879,3784,31.01,7204.0,Castlevania: Lords of Shadow 2,PS3,2014.0,Action,Konami Digital Entertainment,0.03,0.13,0.02,0.04,0.22
880,3784,31.01,10491.0,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
881,3784,31.01,13827.0,Castlevania: Lords of Shadow 2,PC,2014.0,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
882,1601,119.79,5805.0,The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.08,0.05,0.14,0.04,0.31
883,1601,119.79,7212.0,The Legend of Heroes: Trails of Cold Steel,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.04,0.12,0.02,0.22
884,18433,107.17,6950.0,The Walking Dead: Season Two,PS4,2014.0,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
885,18433,107.17,7218.0,The Walking Dead: Season Two,PS3,2014.0,Adventure,Telltale Games,0.09,0.09,0.0,0.04,0.22
886,18433,107.17,8927.0,The Walking Dead: Season Two,PSV,2014.0,Adventure,Telltale Games,0.1,0.0,0.01,0.03,0.15
